id,category,super_category_red,in_degree,out_degree,keyword
262108,Neural_Networks,AI,1,0,word_136
116552,Genetic_Algorithms,Systems,2,2,word_26
41417,Case_Based,Systems,3,1,word_94
1140543,Neural_Networks,AI,0,5,word_620
14529,Case_Based,Systems,4,0,word_35
1117219,Neural_Networks,AI,0,2,word_162
1107095,Rule_Learning,AI,0,3,word_51
1140548,Neural_Networks,AI,0,1,word_20
523010,Neural_Networks,AI,2,0,word_59
42156,Neural_Networks,AI,4,0,word_20
262121,Genetic_Algorithms,Systems,1,0,word_214
22564,Case_Based,Systems,3,1,word_5
14545,Neural_Networks,AI,2,1,word_20
22566,Case_Based,Systems,2,3,word_5
1106388,Rule_Learning,AI,0,5,word_53
429781,Theory,Theory,0,3,word_14
335042,Neural_Networks,AI,2,1,word_20
250566,Case_Based,Systems,1,0,word_100
1104946,Theory,Theory,0,1,word_251
195792,Genetic_Algorithms,Systems,5,2,word_7
1152179,Neural_Networks,AI,0,1,word_20
89308,Case_Based,Systems,2,1,word_3
350373,Theory,Theory,0,1,word_4
628667,Reinforcement_Learning,AI,1,2,word_1264
628668,Reinforcement_Learning,AI,0,4,word_56
102061,Genetic_Algorithms,Systems,1,0,word_4
1110028,Theory,Theory,0,2,word_4
45052,Probabilistic_Methods,Theory,2,0,word_65
89335,Case_Based,Systems,1,1,word_55
252715,Rule_Learning,AI,1,1,word_3
646837,Genetic_Algorithms,Systems,0,2,word_113
593544,Genetic_Algorithms,Systems,1,1,word_170
299195,Neural_Networks,AI,0,3,word_20
593559,Genetic_Algorithms,Systems,1,2,word_13
272345,Case_Based,Systems,0,2,word_29
593560,Genetic_Algorithms,Systems,1,2,word_119
70520,Reinforcement_Learning,AI,2,0,word_45
131122,Neural_Networks,AI,1,0,word_180
217852,Rule_Learning,AI,0,2,word_93
264347,Theory,Theory,1,1,word_3
27612,Theory,Theory,2,3,word_97
1152917,Probabilistic_Methods,Theory,0,2,word_78
28359,Reinforcement_Learning,AI,1,1,word_39
103528,Case_Based,Systems,2,1,word_5
46500,Theory,Theory,1,1,word_3
27631,Case_Based,Systems,3,5,word_27
289779,Genetic_Algorithms,Systems,2,2,word_62
103537,Probabilistic_Methods,Theory,1,2,word_20
633081,Probabilistic_Methods,Theory,5,0,word_129
255628,Neural_Networks,AI,3,0,word_20
397590,Rule_Learning,AI,1,1,word_38
1129610,Genetic_Algorithms,Systems,0,4,word_45
28385,Reinforcement_Learning,AI,3,0,word_20
427606,Genetic_Algorithms,Systems,4,1,word_20
1120252,Probabilistic_Methods,Theory,0,1,word_78
1152958,Neural_Networks,AI,0,3,word_20
1152959,Neural_Networks,AI,0,1,word_438
1385,Neural_Networks,AI,0,4,word_20
254923,Genetic_Algorithms,Systems,2,3,word_95
34961,Neural_Networks,AI,2,2,word_70
46547,Theory,Theory,4,1,word_38
13136,Neural_Networks,AI,2,1,word_20
1131137,Probabilistic_Methods,Theory,0,5,word_245
233106,Neural_Networks,AI,2,0,word_353
561613,Probabilistic_Methods,Theory,2,1,word_42
1131149,Neural_Networks,AI,0,3,word_126
1104258,Neural_Networks,AI,0,3,word_40
1152991,Probabilistic_Methods,Theory,0,2,word_117
447250,Neural_Networks,AI,0,4,word_20
102879,Theory,Theory,1,2,word_98
1131150,Neural_Networks,AI,0,3,word_508
56708,Reinforcement_Learning,AI,3,0,word_648
1128943,Genetic_Algorithms,Systems,0,4,word_131
134060,Theory,Theory,1,1,word_180
102884,Theory,Theory,1,1,word_432
4274,Case_Based,Systems,3,0,word_94
1131172,Probabilistic_Methods,Theory,0,1,word_14
767763,Theory,Theory,1,3,word_475
152226,Theory,Theory,1,2,word_169
152227,Theory,Theory,3,1,word_62
1131180,Probabilistic_Methods,Theory,0,1,word_132
1128974,Genetic_Algorithms,Systems,0,2,word_7
1128975,Genetic_Algorithms,Systems,0,3,word_119
1128977,Genetic_Algorithms,Systems,0,2,word_347
1128978,Genetic_Algorithms,Systems,0,4,word_131
117328,Case_Based,Systems,4,0,word_5
24043,Neural_Networks,AI,3,0,word_20
